candidate_id,candidate_name,job_role,education,experience_years,resume_skills
6217,Christopher Anand,Web Developer,M.Tech,7,"numpy, javascript, power bi, tableau"
6218,Lavanya Rege,System Administrator,MCA,8,"python, react"
6219,Raghav Vora,AI Engineer,B.Sc,1,"c++, power bi, tableau, react"
6220,Anamika Taneja,Software Engineer,B.Tech,7,"aws, c++, linux, communication"
6221,Bhavika Sabharwal,Data Analyst,MCA,0,"linux, tableau, pandas, excel, python, sql"
6222,Christopher De,Web Developer,B.Tech,10,"communication, power bi, react, css"
6223,Ekiya Grewal,System Administrator,B.Tech,10,"aws, git, react"
6224,Keya Sem,Software Engineer,MCA,10,"linux, git, react, communication, c++"
6225,Zaid Varma,AI Engineer,B.Tech,4,"aws, python"
6226,Mahika Chauhan,System Administrator,MCA,8,"communication, linux, power bi"
6227,Sai Oommen,Software Engineer,MCA,10,"linux, java, numpy"
6228,Jagvi Shenoy,System Administrator,B.Tech,7,"django, python, linux"
6229,Adya Thakur,Web Developer,MCA,9,"excel, css"
6230,Peter Prabhu,Web Developer,B.Tech,2,"communication, html, linux, power bi"
6231,Ekaraj Sha,Web Developer,MCA,6,"javascript, excel"
6232,Triveni Om,Web Developer,MCA,7,"git, linux, javascript, css"
6233,Anvi Lanka,Software Engineer,MCA,5,"aws, git, react, java"
6234,Orinder Raval,Data Analyst,B.Sc,0,"python, linux, power bi, sql"
6235,Indrajit Mahajan,System Administrator,M.Tech,0,"communication, python, numpy"
6236,Neel Cheema,Web Developer,MCA,9,"communication, linux, javascript"
6237,Dayamai Nagi,Data Scientist,MCA,0,"python, machine learning, power bi, react"
6238,Lakshit Misra,Software Engineer,M.Tech,0,"aws, linux, django, power bi"
6239,Jairaj Bobal,Web Developer,MCA,8,"html, django, power bi, javascript, pandas"
6240,Chavvi Balasubramanian,Data Scientist,B.Tech,6,"aws, machine learning, sql, pandas"
6241,Pratyush Amble,Web Developer,B.Sc,0,"html, django, excel"
6242,Nakul Radhakrishnan,Data Scientist,MCA,6,"git, machine learning, sql"
6243,Ekiya Hayre,AI Engineer,M.Tech,3,"django, c++, numpy, git"
6244,Urvi Ratta,Web Developer,B.Tech,0,"django, javascript, react, css"
6245,Hema Dhawan,Data Scientist,MCA,10,"data analysis, react, django, excel, sql"
6246,Raksha Borde,AI Engineer,MCA,5,"aws, python, git"
6247,Maya Sama,AI Engineer,B.Tech,4,"aws, c++, machine learning"
6248,Victor Lala,System Administrator,MCA,7,"aws, power bi"
6249,Chameli Brar,Data Analyst,B.Tech,6,"python, react, power bi"
6250,Chandani Bal,System Administrator,M.Tech,1,"aws, linux, tableau, react, numpy"
6251,Madhav Chokshi,AI Engineer,B.Sc,9,"aws, c++, numpy, excel"
6252,Raksha Borra,Data Analyst,B.Tech,1,"linux, django, excel"
6253,Amruta Dhaliwal,System Administrator,B.Tech,9,linux
6254,Chavvi Karpe,Software Engineer,M.Tech,0,"c++, power bi, git, tableau"
6255,Gunbir Nigam,Web Developer,B.Tech,3,"numpy, javascript, tableau, css"
6256,Ijaya Chand,Web Developer,B.Sc,1,"html, numpy, excel"
6257,Brijesh Aurora,Data Analyst,B.Sc,10,"data analysis, git, numpy, pandas, sql"
6258,Lekha Chauhan,Software Engineer,B.Tech,3,"linux, react"
6259,Vasana Narula,Software Engineer,B.Sc,1,"communication, linux, django"
6260,Ekavir Sharaf,Data Analyst,M.Tech,10,"python, linux, tableau, data analysis"
6261,Bhanumati Handa,System Administrator,MCA,5,"aws, python, git"
6262,Nilima Om,Data Scientist,B.Sc,4,"data analysis, git, machine learning, power bi, python"
6263,Ekaraj Dewan,Web Developer,M.Tech,3,"aws, tableau, html, react, javascript"
6264,Zayyan Kamdar,AI Engineer,MCA,4,"aws, c++, git, pandas"
6265,Kabir Roy,Data Analyst,MCA,7,"aws, sql"
6266,Upadhriti Cheema,Data Scientist,M.Tech,9,"aws, sql"
6267,Triya Sangha,AI Engineer,B.Tech,9,"aws, python"
6268,Krishna D’Alia,AI Engineer,B.Tech,5,"aws, communication, machine learning, tableau"
6269,Fiyaz Dara,Data Analyst,B.Tech,4,"linux, data analysis, git, react, python"
6270,Ojasvi Andra,System Administrator,M.Tech,10,"python, git, power bi, numpy"
6271,Chaaya Koshy,Data Scientist,MCA,4,"communication, git, machine learning, django"
6272,Anay Manne,Software Engineer,M.Tech,5,"tableau, java, react, c++, numpy"
6273,Hitesh Sahota,AI Engineer,B.Sc,6,"aws, communication, react"
6274,Bishakha Sodhi,System Administrator,B.Tech,3,"django, aws, python, linux"
6275,Zayyan Maharaj,AI Engineer,MCA,6,"django, c++, linux, git"
6276,Vedant Rege,Data Analyst,B.Sc,8,"communication, excel, sql"
6277,Andrew Naik,AI Engineer,B.Tech,3,"aws, machine learning, tableau, pandas"
6278,Wriddhish Mallick,Software Engineer,MCA,6,"c++, git, java"
6279,Hamsini Barman,System Administrator,M.Tech,4,"python, pandas"
6280,Ikbal Wali,AI Engineer,M.Tech,10,"c++, python, machine learning, pandas"
6281,Varsha Rama,AI Engineer,MCA,10,"aws, c++, excel"
6282,Yatin Mital,Data Scientist,MCA,7,"aws, python, git, data analysis"
6283,Maya Dasgupta,Software Engineer,B.Sc,9,"aws, linux, django, java"
6284,Warjas Bahri,Web Developer,B.Sc,1,"django, git, javascript, tableau"
6285,Advaith Johal,Web Developer,B.Tech,6,"numpy, javascript"
6286,Tripti Lal,Data Scientist,B.Tech,1,"python, django, excel, sql"
6287,Chanakya Swaminathan,Software Engineer,B.Tech,10,"aws, linux, tableau, excel, pandas"
6288,Qabil Rajagopalan,Software Engineer,B.Tech,6,"react, java"
6289,Finn Kohli,Web Developer,M.Tech,7,"html, git, django, javascript, pandas"
6290,Agastya Kari,AI Engineer,B.Sc,10,"aws, python, django"
6291,Nicholas Wali,Data Analyst,M.Tech,4,"aws, git, excel"
6292,Arjun Johal,Software Engineer,B.Tech,2,"aws, linux, java, react, numpy, excel"
6293,Krisha Hegde,Data Analyst,M.Tech,5,"linux, excel"
6294,Henry Lad,AI Engineer,M.Tech,4,"communication, c++, power bi, pandas"
6295,Rudra Keer,AI Engineer,MCA,8,"aws, numpy, pandas"
6296,Upma Prashad,Data Analyst,B.Sc,7,"git, power bi, sql"
6297,Nitesh Thaman,System Administrator,MCA,4,"aws, python, power bi"
6298,Thomas Ratti,System Administrator,M.Tech,0,"django, python, linux"
6299,Sneha Keer,Web Developer,B.Sc,10,"aws, react, pandas, css"
6300,Divya Kant,Web Developer,MCA,9,"git, django, tableau, css"
6301,Bachittar Uppal,Data Analyst,MCA,3,"data analysis, react, django, excel, python"
6302,Sai Sachdev,Data Analyst,MCA,2,"django, git, excel, data analysis"
6303,Forum Nagarajan,Software Engineer,B.Tech,4,"aws, java, power bi, excel, pandas"
6304,Gavin Krishna,AI Engineer,B.Tech,7,"aws, python, machine learning, react"
6305,Rushil Kumar,System Administrator,M.Tech,1,"python, linux"
6306,Rehaan Kannan,Data Scientist,MCA,0,"git, machine learning, sql, data analysis"
6307,Unni Lalla,System Administrator,B.Tech,9,"python, django, excel"
6308,Yagnesh Tripathi,AI Engineer,B.Tech,4,"aws, git, machine learning, c++, power bi"
6309,Varsha Kumar,System Administrator,M.Tech,0,"linux, python, pandas"
6310,Vivaan Narula,AI Engineer,B.Sc,4,"communication, c++, git"
6311,Robert Rattan,System Administrator,MCA,8,"aws, tableau, pandas"
6312,Ayush Dugal,System Administrator,MCA,3,"aws, git, react"
6313,Amara Bhatnagar,System Administrator,M.Tech,3,"aws, excel, react"
6314,Yahvi Minhas,Data Scientist,B.Sc,6,"linux, data analysis, excel, pandas, sql"
6315,Lakshit Maharaj,Software Engineer,B.Sc,6,"aws, linux, pandas"
6316,Radhika Sridhar,Web Developer,B.Tech,9,"html, numpy"
6317,Xalak Balasubramanian,Data Analyst,B.Tech,4,"git, communication, excel, python, sql"
6318,Chandresh Kar,System Administrator,M.Tech,4,"aws, power bi, pandas, react"
6319,Wishi Saraf,Data Analyst,M.Tech,10,"python, pandas, data analysis, numpy"
6320,Sudiksha Bala,System Administrator,B.Tech,9,"aws, linux, react"
6321,Harrison Atwal,Software Engineer,B.Sc,3,"aws, linux, java"
6322,Urmi Chana,AI Engineer,MCA,2,"aws, c++, tableau"
6323,Eiravati Bahl,Data Analyst,M.Tech,5,"communication, excel, sql"
6324,Jalsa Chana,Data Scientist,MCA,3,"git, machine learning, numpy, power bi, sql"
6325,Guneet Thakkar,Data Scientist,M.Tech,9,"aws, data analysis, machine learning, python, pandas"
6326,Ronith Sarraf,System Administrator,B.Tech,6,"communication, linux"
6327,Mitesh Zacharia,Data Scientist,B.Sc,3,"linux, tableau, sql"
6328,Udyati Kaul,System Administrator,MCA,0,"linux, python, power bi, numpy"
6329,Jairaj Radhakrishnan,System Administrator,M.Tech,8,"python, linux, excel"
6330,Harish Bobal,Web Developer,B.Sc,0,"power bi, css"
6331,Udyati Deo,System Administrator,MCA,9,"aws, python, git, excel"
6332,Gavin Oak,Software Engineer,B.Tech,6,"numpy, linux, tableau, java"
6333,Upkaar Narayanan,Web Developer,B.Tech,0,"linux, html, react, django, javascript"
6334,Ridhi Chada,System Administrator,B.Sc,1,"communication, python, git, django"
6335,Tanish Gopal,AI Engineer,B.Tech,10,"aws, linux, machine learning, react, c++"
6336,Ati Thakkar,AI Engineer,B.Sc,4,"django, communication, python, linux"
6337,Hardik Balan,System Administrator,M.Tech,9,"python, linux"
6338,Parth Chatterjee,AI Engineer,M.Tech,6,"aws, c++, python, excel"
6339,Benjamin Khatri,Web Developer,B.Sc,6,"aws, html, git, javascript, pandas"
6340,Jai Subramanian,Data Scientist,MCA,2,"python, machine learning, tableau, sql"
6341,Anmol Shan,Web Developer,B.Tech,2,"javascript, excel, pandas, tableau"
6342,Rajata Varty,AI Engineer,B.Sc,7,"aws, machine learning, react, c++, excel"
6343,Gautam Hari,Data Analyst,B.Tech,9,"linux, data analysis, react, excel, python, sql"
6344,Ranveer Pathak,Data Scientist,B.Sc,1,"python, django, tableau"
6345,Peter Tank,Data Scientist,B.Tech,4,"communication, machine learning, django, sql"
6346,Aadhya Golla,System Administrator,B.Sc,5,"aws, linux, git, pandas"
6347,Devansh Sen,System Administrator,B.Sc,9,"aws, linux, django"
6348,Bishakha Mukhopadhyay,Data Analyst,MCA,9,"linux, git, tableau, data analysis"
6349,Tara Chacko,System Administrator,M.Tech,5,"communication, linux"
6350,Mekhala Sanghvi,Software Engineer,M.Tech,3,"c++, linux, java"
6351,Amrita Raju,Data Scientist,B.Sc,4,"linux, react, data analysis"
6352,Aadi Shenoy,AI Engineer,M.Tech,0,"git, c++, machine learning"
6353,Pranav Kaur,Web Developer,MCA,2,"javascript, tableau, css"
6354,Bhavya Nigam,Software Engineer,B.Tech,7,"aws, git, tableau"
6355,Triveni Rastogi,AI Engineer,M.Tech,2,"git, aws, numpy, machine learning"
6356,Yoshita Sathe,Software Engineer,B.Tech,3,"communication, c++, linux, react"
6357,Qushi Goswami,Data Analyst,M.Tech,5,"tableau, data analysis, git, react, excel"
6358,Akshay Manda,AI Engineer,MCA,5,"aws, linux, react, power bi"
6359,Niharika Dave,System Administrator,MCA,1,"python, linux"
6360,Barkha Bath,Data Analyst,M.Tech,3,"tableau, data analysis"
6361,Maanas Kar,AI Engineer,B.Sc,2,"aws, numpy, machine learning, tableau"
6362,Urmi Palla,Data Scientist,MCA,9,"git, python, django, tableau"
6363,Kai Natarajan,Web Developer,MCA,4,"html, linux, css"
6364,Tarak Sathe,System Administrator,MCA,6,"aws, communication, linux"
6365,Jai Pandey,System Administrator,MCA,6,"aws, linux, react"
6366,Faraj Nanda,System Administrator,B.Sc,3,"aws, tableau, react"
6367,Edhitha Tandon,Software Engineer,B.Sc,4,"linux, django, java"
6368,Aarav Parsa,Software Engineer,B.Tech,3,"aws, linux, tableau, java, git"
6369,Gunbir Kata,Web Developer,M.Tech,6,"aws, html, numpy, django, css"
6370,Tanvi Patel,Data Scientist,M.Tech,7,"python, pandas, data analysis"
6371,Pushti Nagar,Web Developer,M.Tech,5,"communication, numpy, react, css"
6372,Dalaja Chaudhry,Software Engineer,M.Tech,5,"c++, linux, power bi"
6373,Vihaan Mammen,Software Engineer,M.Tech,5,"aws, linux, java, react, c++, numpy"
6374,Aayush Bera,System Administrator,B.Tech,9,"aws, numpy, excel"
6375,Samarth Nigam,Web Developer,B.Sc,4,"linux, html, excel, power bi, javascript"
6376,Chaitanya Iyer,Web Developer,B.Tech,4,"aws, linux, excel, css, javascript"
6377,Saksham Munshi,System Administrator,B.Sc,2,"linux, django, excel, numpy"
6378,Caleb Datta,Data Analyst,B.Tech,3,"communication, python, excel, sql"
6379,Samaksh Subramaniam,Data Scientist,B.Tech,9,"data analysis, git, machine learning, pandas, sql"
6380,Warhi Majumdar,AI Engineer,M.Tech,3,"aws, python, machine learning, django"
6381,Andrew Agarwal,Data Analyst,M.Tech,1,"django, power bi, sql"
6382,Idika Thaker,Web Developer,B.Sc,9,"linux, javascript, react, css"
6383,Veda Aggarwal,Software Engineer,B.Tech,5,"aws, c++, linux, react"
6384,Ekta Mahajan,AI Engineer,MCA,3,"communication, python, tableau"
6385,Luke Dani,AI Engineer,MCA,10,"aws, c++, machine learning, django"
6386,Varsha Deol,AI Engineer,M.Tech,8,"git, python, linux"
6387,Upasna Vohra,Software Engineer,B.Sc,0,"aws, tableau, c++, numpy, power bi"
6388,Jagrati Patel,AI Engineer,M.Tech,7,"aws, linux, tableau, c++, power bi, python"
6389,Vihaan Gokhale,AI Engineer,B.Tech,10,"aws, numpy, machine learning, linux"
6390,Triveni Dube,Data Analyst,B.Sc,1,"aws, data analysis, git, python, sql"
6391,Rajeshri Sahni,Data Scientist,MCA,8,"python, git"
6392,Aditya Gola,Data Scientist,MCA,7,"tableau, data analysis, machine learning, pandas, excel, sql"
6393,Yashvi Bava,Software Engineer,B.Sc,5,"aws, numpy, java, pandas"
6394,Umang Mital,Data Scientist,B.Tech,8,"aws, linux, machine learning, tableau"
6395,Anya Warrior,System Administrator,B.Tech,3,"communication, linux, git"
6396,Dalbir Dugal,System Administrator,MCA,4,"aws, linux"
6397,Devansh Halder,Web Developer,M.Tech,4,"django, html, javascript, react"
6398,Ishita Sahota,AI Engineer,B.Sc,10,"python, machine learning, react, numpy"
6399,Vaishnavi Jhaveri,Software Engineer,MCA,5,"c++, react"
6400,Gunbir Basak,System Administrator,B.Tech,6,"linux, react, pandas"
6401,Onveer Tandon,Data Scientist,B.Tech,4,"python, power bi, sql"
6402,Manan Bose,Data Scientist,MCA,4,"communication, python, machine learning, sql"
6403,Januja Sen,Web Developer,B.Sc,4,"communication, javascript, react, pandas"
6404,Veer Chada,Web Developer,B.Tech,7,"javascript, excel"
6405,Ojas Gandhi,System Administrator,M.Tech,5,"aws, linux, python"
6406,Triya Dhar,Software Engineer,B.Sc,0,"tableau, java"
6407,Omya Bora,Web Developer,MCA,6,"communication, css"
6408,Omkaar Kunda,Data Analyst,MCA,4,"tableau, react, communication, excel, python, sql"
6409,Wyatt Padmanabhan,Web Developer,B.Tech,0,"excel, javascript, react, css"
6410,Mugdha Sule,System Administrator,M.Tech,9,"aws, excel"
6411,Oviya Kapoor,Web Developer,M.Tech,4,"html, numpy, pandas, css"
6412,Isaiah Sarin,Data Scientist,B.Tech,3,"react, sql, data analysis"
6413,Alka Nigam,System Administrator,B.Sc,6,"communication, linux"
6414,Indira Apte,System Administrator,M.Tech,10,"linux, django, numpy"
6415,Zayyan Nayak,Software Engineer,B.Sc,10,"aws, linux, django, excel"
6416,Ganga Bir,Software Engineer,B.Tech,3,"aws, java, react, c++, django, power bi"
6417,Widisha Rau,System Administrator,B.Sc,4,"python, linux, power bi, numpy"
6418,Banjeet Saraf,Data Analyst,M.Tech,0,"excel, react, data analysis, tableau"
6419,Samesh Comar,Software Engineer,MCA,0,"aws, c++, linux"
6420,Lakshit Shukla,System Administrator,B.Sc,0,"aws, linux, django"
6421,Ekansh Bhakta,Software Engineer,MCA,3,"aws, git, java"
6422,Saumya Savant,Data Analyst,B.Sc,9,"data analysis, react, numpy, excel, power bi"
6423,Manya Comar,Software Engineer,MCA,7,"linux, java, react, communication, pandas"
6424,Eta Dua,Data Analyst,M.Tech,10,"python, django, pandas"
6425,Chameli Sane,AI Engineer,M.Tech,5,"aws, linux, excel"
6426,Sai Barad,Web Developer,M.Tech,9,"django, linux, javascript, pandas"
6427,Jagdish Ravi,Web Developer,B.Tech,10,"html, power bi, css"
6428,Zaid Kalla,Software Engineer,M.Tech,9,"django, power bi, java"
6429,Chaitanya Ravi,Software Engineer,B.Sc,3,"aws, c++, django"
6430,Leela Oza,System Administrator,B.Sc,7,"python, linux, react, numpy"
6431,Avni Raja,Software Engineer,M.Tech,5,"aws, java, communication, c++, django"
6432,Liam Chandra,System Administrator,M.Tech,10,"aws, linux, power bi, numpy"
6433,Tamanna Kar,Data Scientist,M.Tech,3,"aws, python, excel, pandas"
6434,Widisha Sane,Data Analyst,B.Tech,2,"react, communication, excel, sql"
6435,Daniel Balasubramanian,Software Engineer,M.Tech,8,"aws, linux, java, excel, pandas"
6436,Gopal Tank,Web Developer,MCA,4,"git, javascript, power bi"
6437,Vedika Dutta,Software Engineer,B.Tech,5,"aws, django"
6438,Yauvani Chawla,Data Scientist,MCA,5,"django, linux, machine learning, sql"
6439,Ishanvi Menon,System Administrator,B.Sc,10,"python, power bi, react"
6440,Xavier Jaggi,Web Developer,B.Tech,1,"aws, html, excel, css, pandas"
6441,Chakradev Sandal,Data Analyst,MCA,3,"python, django, excel"
6442,Ranveer Chakrabarti,Data Scientist,B.Sc,5,"python, machine learning, sql, pandas"
6443,Balvan Sule,Data Scientist,M.Tech,0,"machine learning, pandas, excel, python, sql"
6444,Max Gulati,Data Analyst,B.Tech,1,"excel, sql"
6445,Luke Nagarajan,Data Scientist,B.Tech,2,"git, tableau, data analysis"
6446,Nandini Khanna,Web Developer,M.Tech,6,"django, aws, javascript, pandas"
6447,Baghyawati Zacharia,Data Analyst,B.Sc,5,"linux, tableau, data analysis, excel, sql"
6448,Harshil Chaudhry,AI Engineer,B.Sc,9,"c++, react"
6449,Jalsa Divan,Data Analyst,B.Sc,5,"linux, data analysis, react, communication, excel, python"
6450,Inaya Jani,Data Analyst,B.Sc,5,"linux, data analysis, react, python, sql"
6451,Upasna Roy,Web Developer,B.Sc,9,"django, javascript, power bi, css"
6452,Ishwar Bhardwaj,Web Developer,M.Tech,2,"aws, html, css"
6453,Jairaj Mittal,Data Scientist,M.Tech,7,"tableau, data analysis, machine learning, excel, python, pandas"
6454,Baghyawati Kalla,AI Engineer,M.Tech,2,"git, machine learning, tableau"
6455,Samarth Mahal,Data Scientist,B.Sc,0,"tableau, data analysis, machine learning, django, power bi, sql"
6456,Zarna Ram,Data Scientist,B.Sc,6,"data analysis, excel, power bi, python, sql"
6457,Aahana Mann,AI Engineer,B.Sc,8,"git, c++, machine learning, aws"
6458,Daniel Palan,AI Engineer,B.Sc,3,"python, power bi"
6459,Ojasvi Koshy,Data Analyst,B.Tech,2,"communication, python, linux, react"
6460,Qarin Dey,Software Engineer,M.Tech,6,"aws, c++, git, java"
6461,Waida Dube,Software Engineer,B.Tech,10,"aws, power bi, java, tableau"
6462,Radha Mannan,Software Engineer,MCA,0,"aws, c++, linux"
6463,Chandani Parikh,System Administrator,MCA,5,"aws, numpy, tableau"
6464,Advay Bhatt,Data Analyst,B.Sc,7,"django, excel"
6465,Yadavi Pathak,System Administrator,B.Sc,8,"aws, git, django"
6466,Zashil Brar,Web Developer,M.Tech,5,"linux, html, git, react, css"
6467,Ganga Dhaliwal,AI Engineer,B.Sc,5,"aws, communication, machine learning"
6468,Triveni Chahal,Data Analyst,M.Tech,1,"linux, excel"
6469,Saksham Devi,Software Engineer,MCA,3,"aws, linux, java, communication, django"
6470,Jagat Master,Software Engineer,M.Tech,1,"django, java, pandas"
6471,Imaran Bala,System Administrator,B.Tech,4,"aws, python, react, pandas"
6472,Unnati Chandran,Software Engineer,B.Sc,3,"aws, linux, react, tableau"
6473,Hemangini Deo,System Administrator,MCA,4,linux
6474,Wishi Bal,Data Scientist,B.Tech,7,"linux, git, machine learning, python, pandas"
6475,Omisha Hegde,Web Developer,B.Tech,1,"aws, tableau, html, git, javascript"
6476,Wriddhish Devan,AI Engineer,B.Tech,0,"aws, machine learning, power bi"
6477,Indira Dayal,Data Analyst,M.Tech,10,"django, sql"
6478,Tanay Gulati,Data Analyst,M.Tech,6,"numpy, excel, data analysis"
6479,Raghav Raj,Data Scientist,M.Tech,3,"machine learning, numpy, django, excel, python, sql"
6480,Sanaya Nagar,AI Engineer,B.Tech,3,"c++, python, django, react"
6481,Vasatika Tata,AI Engineer,B.Sc,4,"aws, django"
6482,Fitan Mann,AI Engineer,MCA,6,"aws, communication, python, excel"
6483,Jeremiah Sant,System Administrator,MCA,6,"aws, linux, git"
6484,Nidhi Ganesan,Web Developer,MCA,4,"html, power bi"
6485,Kamya Ramakrishnan,Data Scientist,M.Tech,3,"pandas, data analysis"
6486,Ayaan Mallick,Software Engineer,MCA,5,"aws, c++, django, java"
6487,Inaya Kala,Data Scientist,B.Tech,8,"linux, machine learning"
6488,Balveer Badami,Data Scientist,M.Tech,5,"data analysis, machine learning, communication, pandas, sql"
6489,Anay Sachdev,Software Engineer,B.Tech,4,"aws, numpy, django"
6490,Chatura Cherian,Data Scientist,MCA,1,"data analysis, machine learning, react, django, python"
6491,Yashasvi Andra,System Administrator,B.Tech,10,"aws, linux, pandas, numpy"
6492,Jeevika Lad,Web Developer,B.Sc,5,"html, linux, excel, css"
6493,Parth Tank,System Administrator,MCA,6,"aws, linux, django, numpy"
6494,Oeshi Nair,System Administrator,M.Tech,0,"aws, linux, react, numpy"
6495,Shaurya Sankaran,Data Scientist,B.Sc,4,"git, sql, pandas"
6496,Tanveer Dora,Data Scientist,B.Tech,10,"excel, python, machine learning, linux"
6497,Madhav Sangha,Data Analyst,MCA,7,"python, power bi"
6498,Aditya Bassi,System Administrator,B.Sc,0,"aws, excel, pandas"
6499,Guneet Puri,Software Engineer,M.Tech,8,"linux, tableau, java, excel, pandas"
6500,Azad Dewan,Data Scientist,B.Sc,6,"git, python, machine learning, react"
6501,Bishakha Kala,Data Scientist,B.Sc,1,"communication, python, machine learning, data analysis"
6502,Anvi Zacharia,Web Developer,B.Sc,8,"linux, javascript, tableau"
6503,Turvi Sheth,Software Engineer,M.Tech,0,"aws, communication, java"
6504,Charvi Murty,Data Analyst,B.Tech,2,"pandas, numpy, excel, python, sql"
6505,Rachita Koshy,Data Scientist,B.Sc,7,"communication, linux, machine learning, excel"
6506,Kashish Jaggi,Software Engineer,M.Tech,3,"aws, linux, power bi"
6507,Pavani Bumb,System Administrator,M.Tech,7,"aws, python, git"
6508,Agastya Bhargava,Web Developer,MCA,8,"javascript, excel"
6509,Lajita Ratti,Data Analyst,M.Tech,8,"pandas, excel, react, data analysis"
6510,Yasti Memon,Data Analyst,MCA,4,"numpy, excel, python, pandas, sql"
6511,Advik Pandya,Web Developer,M.Tech,1,"html, numpy"
6512,Gayathri Sant,System Administrator,MCA,4,"aws, communication, react"
6513,Jonathan Deol,Data Analyst,MCA,2,"aws, tableau, communication, python, sql"
6514,Guneet Loyal,System Administrator,B.Sc,5,"aws, linux, git, communication, excel"
6515,Damyanti Wagle,AI Engineer,B.Sc,7,"aws, python, linux, django"
6516,Vansha Basu,Data Analyst,B.Sc,5,"aws, data analysis, communication, numpy, excel, python"
6517,Ethan Pant,Web Developer,B.Tech,6,"html, linux, tableau, pandas"
6518,Garima Dasgupta,Data Analyst,B.Sc,1,"communication, python, react"
6519,Yuvraj Trivedi,Data Scientist,M.Tech,2,"linux, data analysis, machine learning, power bi, python, pandas"
6520,Amaira Dube,Data Analyst,B.Sc,8,"excel, tableau, sql, data analysis"
6521,Balveer Pall,Software Engineer,B.Sc,5,"c++, numpy, tableau"
6522,Radhika Raman,AI Engineer,MCA,3,"c++, python, machine learning, power bi"
6523,Ishwar Balasubramanian,AI Engineer,MCA,7,"aws, python, power bi, pandas"
6524,Ladli Soni,AI Engineer,M.Tech,1,"machine learning, c++, numpy, power bi, python"
6525,Gaurika Aurora,Data Scientist,B.Sc,2,"machine learning, react, sql, pandas"
6526,Deepa Gara,Software Engineer,B.Tech,7,"aws, c++, linux, power bi"
6527,Vinaya Mani,Data Analyst,B.Tech,9,"communication, python, django, pandas"
6528,Chavvi Kari,Data Analyst,MCA,10,"aws, python"
6529,Advik Baral,Software Engineer,MCA,2,"aws, linux"
6530,Anay Upadhyay,AI Engineer,M.Tech,7,"aws, c++, python, django"
6531,Keya Chhabra,System Administrator,M.Tech,6,"linux, react, numpy, excel, python"
6532,Wazir Saha,Web Developer,M.Tech,0,"html, react, css"
6533,Viraj Sharaf,Data Analyst,B.Sc,4,"pandas, sql, data analysis"
6534,Bishakha Bakshi,System Administrator,M.Tech,2,"aws, linux, react"
6535,Ikshita Krishnamurthy,Data Scientist,B.Sc,0,"python, pandas"
6536,Ansh Golla,Software Engineer,M.Tech,5,"aws, linux, c++, excel, pandas"
6537,Yauvani Bera,AI Engineer,M.Tech,10,"c++, python, git, react"
6538,Sarthak Gopal,Data Scientist,MCA,6,"python, power bi, data analysis"
6539,Advik Mammen,Data Scientist,B.Sc,9,"machine learning, react"
6540,Kashvi Ben,Software Engineer,M.Tech,0,"communication, c++, java, pandas"
6541,Gautam Golla,Data Analyst,MCA,0,"python, excel, pandas"
6542,Nakul Anne,Web Developer,B.Sc,6,"javascript, power bi"
6543,Krish Brar,System Administrator,MCA,0,"aws, communication, power bi"
6544,Jeremiah Varghese,Web Developer,M.Tech,7,"html, power bi, css"
6545,Tejas Chandran,AI Engineer,M.Tech,4,"aws, python, machine learning"
6546,Teerth Pau,Web Developer,B.Sc,5,"communication, css"
6547,Netra Shanker,Software Engineer,B.Sc,9,"aws, git, excel"
6548,Ekta Dayal,Data Scientist,B.Tech,4,"communication, git, power bi, sql"
6549,Bhavini Ratti,Web Developer,M.Tech,9,"power bi, excel, pandas, css"
6550,Varsha Iyer,AI Engineer,M.Tech,7,"aws, c++, excel"
6551,Anita Suresh,AI Engineer,B.Tech,10,"aws, python, machine learning, linux"
6552,Anjali Sant,Data Analyst,B.Tech,10,"communication, django, sql"
6553,Amruta Nanda,Software Engineer,MCA,4,"c++, linux, excel"
6554,Daksh Chowdhury,Software Engineer,MCA,3,"aws, c++, tableau, java"
6555,Wridesh Kade,System Administrator,MCA,0,"aws, tableau"
6556,Vivaan Basak,Software Engineer,B.Sc,5,"linux, react, java"
6557,Xavier Mall,System Administrator,MCA,10,"linux, git, numpy"
6558,Jason Srivastava,Web Developer,M.Tech,8,"django, css"
6559,Ishita Sem,Data Analyst,B.Tech,3,"data analysis, numpy, excel, pandas, sql"
6560,Ikshita Loke,Software Engineer,M.Tech,8,"java, pandas"
6561,Ladli Lata,Software Engineer,MCA,0,"linux, django, java"
6562,Mohini Subramaniam,Data Analyst,B.Sc,2,"pandas, sql, data analysis"
6563,Faras Iyer,AI Engineer,B.Tech,10,"aws, tableau, machine learning, react, python"
6564,Oeshi Gole,Software Engineer,MCA,10,"linux, java, numpy"
6565,Azad Shere,Software Engineer,M.Tech,3,"aws, linux, java, c++, django, excel"
6566,Ishaan Sahota,AI Engineer,B.Sc,0,"aws, c++, power bi"
6567,Mohini Sankaran,System Administrator,B.Tech,8,"communication, python, django, power bi"
6568,Matthew Shah,Data Analyst,B.Tech,10,"linux, power bi, sql, data analysis"
6569,Naveen Mukherjee,Data Scientist,B.Sc,8,"aws, machine learning, react, excel, sql"
6570,Lila Wagle,Software Engineer,M.Tech,5,"aws, git"
6571,Urmi Sharaf,Web Developer,M.Tech,3,"aws, javascript, power bi, css"
